INPUT,OUTPUT,helper
3.7411,0.0001,2517
3.7409,0.0002,2516
3.7416,0.0002,2515
3.7423,0.0001,2514
3.7422,0.0001,2513
3.7429,0.0001,2512
3.7439,0.0001,2511
3.7433,0.0001,2510
3.745,0.0001,2509
3.745,0.0002,2508
3.7445,0.0001,2507
3.7462,0.0001,2506
3.7466,0,2505
3.7459,0.0001,2504
3.7477,0.0001,2503
3.7471,0.0001,2502
3.7483,0.0001,2501
3.7491,0.0001,2500
3.7486,0.0001,2499
3.7498,0.0001,2498
3.7515,0.0001,2497
3.7495,0.0001,2496
3.7516,0.0001,2495
3.7522,0.0001,2494
3.7508,0.0001,2493
3.7537,0.0001,2492
3.7539,0.0001,2491
3.7525,0.0001,2490
3.7547,0.0001,2489
3.7537,0.0001,2488
3.7554,0.0001,2487
3.7568,0.0001,2486
3.7554,0.0001,2485
3.7569,0.0001,2484
3.7582,0.0001,2483
3.7563,0.0001,2482
3.7593,0.0001,2481
3.7593,0.0001,2480
3.7577,0.0001,2479
3.7604,0.0001,2478
3.7609,0.0001,2477
3.7594,0.0001,2476
3.7622,0.0001,2475
3.761,0.0001,2474
3.7623,0.0001,2473
3.7633,0.0001,2472
3.7625,0.0001,2471
3.7638,0.0001,2470
3.7658,0.0001,2469
3.7632,0.0001,2468
3.7659,0.0001,2467
3.7664,0.0001,2466
3.765,0.0001,2465
3.7677,0.0002,2464
3.7679,0.0001,2463
3.7667,0.0001,2462
3.7688,0.0001,2461
3.7682,0.0001,2460
3.7693,0.0002,2459
3.7705,0.0001,2458
3.7697,0.0001,2457
3.7708,0.0001,2456
3.7721,0.0002,2455
3.7709,0.0001,2454
3.7731,0.0001,2453
3.7732,0.0001,2452
3.7725,0.0001,2451
3.7744,0.0001,2450
3.7749,0.0001,2449
3.7743,0.0001,2448
3.776,0.0001,2447
3.7757,0.0001,2446
3.7766,0.0001,2445
3.7771,0.0001,2444
3.7773,0.0001,2443
3.7782,0.0001,2442
3.779,0.0001,2441
3.7789,0.0001,2440
3.7809,0.0001,2439
3.7803,0.0001,2438
3.7811,0.0001,2437
3.7807,0.0001,2436
3.7815,0.0001,2435
3.7824,0.0001,2434
3.7823,0.0001,2433
3.7836,0.0001,2432
3.7833,0.0001,2431
3.7836,0.0001,2430
3.7851,0.0001,2429
3.7846,0.0001,2428
3.785,0.0001,2427
3.7868,0.0001,2426
3.7854,0.0001,2425
3.7868,0.0001,2424
3.7885,0.0001,2423
3.7871,0.0001,2422
3.7882,0.0001,2421
3.7896,0.0001,2420
3.7885,0.0001,2419
3.7909,0.0001,2418
3.7898,0.0001,2417
3.7905,0.0001,2416
3.7926,0.0001,2415
3.7913,0.0001,2414
3.7914,0.0001,2413
3.7942,0.0001,2412
3.7927,0.0001,2411
3.7934,0.0001,2410
3.7957,0.0001,2409
3.7933,0.0001,2408
3.7953,0.0001,2407
3.7967,0.0001,2406
3.7958,0.0001,2405
3.7967,0.0001,2404
3.7982,0.0001,2403
3.797,0.0001,2402
3.7998,0.0001,2401
3.7983,0.0001,2400
3.7988,0.0001,2399
3.8014,0.0001,2398
3.7996,0.0001,2397
3.7998,0.0001,2396
3.8028,0.0001,2395
3.8007,0.0001,2394
3.8023,0.0001,2393
3.8036,0,2392
3.8022,0.0001,2391
3.8039,0.0001,2390
3.805,0.0001,2389
3.8043,0.0001,2388
3.8067,0.0002,2387
3.8053,0.0001,2386
3.8055,0.0001,2385
3.8082,0.0001,2384
3.8069,0.0001,2383
3.8074,0.0001,2382
3.8096,0.0001,2381
3.8076,0.0001,2380
3.8093,0.0001,2379
3.8104,0.0001,2378
3.8101,0.0001,2377
3.8109,0.0001,2376
3.8121,0.0001,2375
3.8114,0.0001,2374
3.8133,0.0001,2373
3.8126,0.0001,2372
3.8132,0.0001,2371
3.8147,0.0001,2370
3.8142,0.0001,2369
3.8146,0.0001,2368
3.8162,0.0001,2367
3.8156,0.0002,2366
3.8167,0.0001,2365
3.8174,0.0001,2364
3.8175,0.0002,2363
3.8182,0.0001,2362
3.8195,0.0001,2361
3.8192,0.0001,2360
3.8195,0.0001,2359
3.8201,0.0001,2358
3.8211,0.0001,2357
3.8206,0.0001,2356
3.8217,0.0001,2355
3.8225,0.0001,2354
3.8218,0.0001,2353
3.8235,0.0001,2352
3.8238,0.0001,2351
3.8233,0.0001,2350
3.8247,0.0001,2349
3.8254,0.0001,2348
3.8245,0.0001,2347
3.8265,0.0001,2346
3.8258,0.0001,2345
3.8269,0.0001,2344
3.8281,0.0001,2343
3.8266,0.0001,2342
3.8285,0.0001,2341
3.8302,0.0001,2340
3.8281,0.0001,2339
3.8305,0.0001,2338
3.8308,0.0001,2337
3.8297,0.0001,2336
3.8322,0.0001,2335
3.8324,0.0001,2334
3.8311,0.0001,2333
3.8331,0.0001,2332
3.8325,0.0001,2331
3.8338,0.0001,2330
3.8359,0.0001,2329
3.8335,0.0001,2328
3.8354,0.0001,2327
3.837,0.0001,2326
3.8349,0.0001,2325
3.838,0.0001,2324
3.8381,0.0001,2323
3.8364,0.0001,2322
3.8388,0.0001,2321
3.8395,0.0002,2320
3.838,0.0001,2319
3.8408,0.0001,2318
3.8395,0,2317
3.841,0.0001,2316
3.8424,0.0001,2315
3.8406,0.0001,2314
3.8424,0.0001,2313
3.8443,0.0001,2312
3.842,0.0001,2311
3.8445,0.0001,2310
3.845,0.0001,2309
3.8436,0,2308
3.8461,0.0001,2307
3.8463,0.0001,2306
3.8452,0.0002,2305
3.8472,0.0001,2304
3.8466,0.0002,2303
3.8481,0.0001,2302
3.8492,0.0001,2301
3.8484,0.0001,2300
3.8495,0.0001,2299
3.8506,0.0001,2298
3.8495,0.0001,2297
3.8516,0.0001,2296
3.8519,0.0001,2295
3.8512,0.0001,2294
3.8528,0.0001,2293
3.8533,0.0001,2292
3.853,0.0001,2291
3.8546,0.0001,2290
3.8543,0.0001,2289
3.855,0.0001,2288
3.8559,0.0001,2287
3.8559,0.0001,2286
3.8567,0.0002,2285
3.8576,0.0001,2284
3.8579,0.0001,2283
3.8579,0.0001,2282
3.8586,0.0001,2281
3.8595,0.0001,2280
3.8592,0.0001,2279
3.8601,0.0001,2278
3.8609,0.0001,2277
3.8608,0.0001,2276
3.862,0.0001,2275
3.8616,0.0001,2274
3.8619,0.0001,2273
3.8637,0.0001,2272
3.863,0.0001,2271
3.8634,0.0001,2270
3.8653,0.0001,2269
3.8638,0.0001,2268
3.8652,0.0001,2267
3.8669,0.0001,2266
3.8655,0.0002,2265
3.8669,0.0001,2264
3.868,0.0001,2263
3.867,0.0001,2262
3.8695,0.0001,2261
3.8681,0.0001,2260
3.8688,0.0001,2259
3.8709,0.0001,2258
3.8697,0.0001,2257
3.8699,0.0001,2256
3.8727,0.0001,2255
3.8708,0.0001,2254
3.8722,0.0001,2253
3.8743,0.0001,2252
3.8717,0.0001,2251
3.8736,0.0001,2250
3.8752,0.0001,2249
3.8743,0.0001,2248
3.8767,0.0001,2247
3.875,0.0001,2246
3.8754,0.0001,2245
3.8781,0.0001,2244
3.8766,0.0001,2243
3.8771,0.0001,2242
3.8798,0.0001,2241
3.8773,0.0001,2240
3.8791,0.0001,2239
3.8813,0.0001,2238
3.8791,0.0001,2237
3.8805,0.0001,2236
3.8822,0.0001,2235
3.8809,0.0001,2234
3.8835,0.0001,2233
3.8822,0.0001,2232
3.8827,0.0001,2231
3.8852,0.0001,2230
3.8837,0.0001,2229
3.8839,0.0001,2228
3.8867,0.0001,2227
3.8848,0.0001,2226
3.8863,0.0001,2225
3.888,0.0001,2224
3.886,0.0001,2223
3.8877,0.0001,2222
3.8889,0.0001,2221
3.8885,0.0001,2220
3.8902,0.0001,2219
3.8896,0.0001,2218
3.8899,0.0001,2217
3.8917,0,2216
3.8912,0.0001,2215
3.8916,0.0001,2214
3.8932,0.0001,2213
3.8922,0.0001,2212
3.8934,0.0001,2211
3.8946,0.0001,2210
3.8941,0.0001,2209
3.8949,0.0001,2208
3.8958,0.0001,2207
3.8959,0.0001,2206
3.8972,0.0001,2205
3.8972,0.0001,2204
3.8978,0.0001,2203
3.8979,0.0001,2202
3.8985,0.0001,2201
3.8995,0.0001,2200
3.899,0.0001,2199
3.8999,0.0001,2198
3.9009,0.0001,2197
3.9002,0.0001,2196
3.9019,0.0001,2195
3.9022,0.0001,2194
3.9016,0.0001,2193
3.9032,0.0001,2192
3.9037,0.0001,2191
3.903,0.0001,2190
3.9051,0.0001,2189
3.9042,0.0001,2188
3.9054,0.0001,2187
3.9066,0.0001,2186
3.9051,0.0001,2185
3.9069,0.0001,2184
3.9086,0.0001,2183
3.9066,0.0001,2182
3.9087,0.0001,2181
3.9094,0.0001,2180
3.9081,0.0001,2179
3.9107,0.0001,2178
3.9109,0.0001,2177
3.9094,0.0001,2176
3.9119,0.0001,2175
3.911,0.0001,2174
3.9123,0.0001,2173
3.9143,0.0001,2172
3.9117,0.0001,2171
3.9138,0.0001,2170
3.9155,0.0001,2169
3.9134,0.0001,2168
3.9163,0.0001,2167
3.9166,0.0001,2166
3.9151,0.0001,2165
3.9173,0.0001,2164
3.918,0.0001,2163
3.9164,0.0001,2162
3.9191,0.0001,2161
3.918,0.0001,2160
3.9193,0.0001,2159
3.9209,0.0001,2158
3.9188,0.0001,2157
3.9208,0.0001,2156
3.9227,0.0001,2155
3.9205,0.0001,2154
3.9229,0.0001,2153
3.9233,0.0001,2152
3.9222,0.0001,2151
3.9246,0.0001,2150
3.9248,0.0001,2149
3.9237,0.0001,2148
3.9255,0.0001,2147
3.9251,0.0001,2146
3.9265,0.0001,2145
3.928,0.0001,2144
3.9262,0.0001,2143
3.928,0.0001,2142
3.9291,0.0001,2141
3.9281,0.0001,2140
3.9301,0.0001,2139
3.9303,0.0001,2138
3.9297,0.0001,2137
3.9312,0.0001,2136
3.9319,0.0001,2135
3.9314,0.0001,2134
3.9328,0.0001,2133
3.9327,0.0001,2132
3.9337,0.0001,2131
3.9343,0.0001,2130
3.9344,0.0001,2129
3.9365,0.0001,2128
3.9356,0.0001,2127
3.9364,0.0001,2126
3.9364,0.0001,2125
3.937,0.0001,2124
3.9378,0.0001,2123
3.9377,0.0001,2122
3.9385,0.0001,2121
3.9394,0.0001,2120
3.9392,0.0001,2119
3.9406,0.0001,2118
3.9401,0.0002,2117
3.9403,0.0001,2116
3.9422,0.0001,2115
3.9414,0.0001,2114
3.9419,0.0001,2113
3.9438,0.0001,2112
3.9421,0.0001,2111
3.9436,0.0001,2110
3.9447,0.0001,2109
3.9444,0.0001,2108
3.9451,0.0001,2107
3.9464,0.0001,2106
3.9455,0.0001,2105
3.948,0.0001,2104
3.9468,0.0001,2103
3.9472,0.0001,2102
3.9497,0.0001,2101
3.948,0.0001,2100
3.9483,0.0001,2099
3.9512,0.0001,2098
3.949,0.0001,2097
3.9507,0.0001,2096
3.9526,0.0001,2095
3.9501,0.0001,2094
3.9522,0.0001,2093
3.9535,0.0001,2092
3.9527,0.0001,2091
3.9551,0.0001,2090
3.9534,0.0001,2089
3.9537,0.0001,2088
3.9565,0.0001,2087
3.9551,0.0001,2086
3.9556,0.0001,2085
3.9583,0.0001,2084
3.9556,0.0001,2083
3.9575,0.0001,2082
3.9596,0.0001,2081
3.9576,0.0001,2080
3.9592,0.0001,2079
3.9605,0.0001,2078
3.9593,0.0001,2077
3.9619,0.0001,2076
3.9606,0.0001,2075
3.9612,0.0001,2074
3.9633,0.0001,2073
3.9621,0.0001,2072
3.9622,0.0001,2071
3.9648,0.0001,2070
3.9633,0.0001,2069
3.9645,0.0001,2068
3.9664,0.0001,2067
3.9646,0.0001,2066
3.9661,0.0001,2065
3.9673,0.0001,2064
3.9668,0.0001,2063
3.9686,0.0001,2062
3.9679,0.0001,2061
3.9683,0.0001,2060
3.97,0.0001,2059
3.9694,0.0001,2058
3.9701,0.0001,2057
3.9715,0.0001,2056
3.9707,0.0002,2055
3.972,0.0001,2054
3.973,0.0001,2053
3.9727,0.0001,2052
3.9734,0.0001,2051
3.9745,0.0001,2050
3.9747,0.0001,2049
3.9747,0.0001,2048
3.9754,0.0001,2047
3.976,0.0001,2046
3.9761,0.0001,2045
3.9769,0.0001,2044
3.9779,0.0001,2043
3.9772,0.0001,2042
3.9784,0.0001,2041
3.979,0.0001,2040
3.9785,0.0001,2039
3.9804,0.0001,2038
3.9806,0.0001,2037
3.9799,0.0001,2036
3.9814,0.0001,2035
3.9811,0.0001,2034
3.9822,0.0001,2033
3.9834,0.0001,2032
3.9825,0.0001,2031
3.9836,0.0001,2030
3.985,0.0001,2029
3.9835,0.0001,2028
3.9861,0.0001,2027
3.9861,0.0001,2026
3.9848,0.0001,2025
3.9872,0.0001,2024
3.9875,0.0001,2023
3.9865,0.0001,2022
3.989,0.0001,2021
3.9875,0.0002,2020
3.9893,0.0001,2019
3.9901,0.0001,2018
3.9893,0.0001,2017
3.9907,0.0001,2016
3.9926,0.0001,2015
3.9903,0.0001,2014
3.9927,0.0001,2013
3.9932,0.0001,2012
3.9916,0.0001,2011
3.9947,0.0001,2010
3.9947,0.0001,2009
3.9932,0.0001,2008
3.9956,0.0001,2007
3.9948,0.0001,2006
3.9962,0.0001,2005
3.9976,0.0001,2004
3.9964,0.0001,2003
3.9977,0.0001,2002
3.9991,0.0001,2001
3.9972,0.0001,2000
4,0.0001,1999
4,0.0001,1998
3.9987,0.0001,1997
4.001,0.0001,1996
4.0016,0.0001,1995
4.0004,0.0001,1994
4.0029,0.0001,1993
4.0032,0.0001,1992
4.002,0.0001,1991
4.004,0.0001,1990
4.0035,0.0001,1989
4.0046,0.0001,1988
4.0062,0.0001,1987
4.0046,0.0001,1986
4.0061,0.0001,1985
4.0075,0.0001,1984
4.0064,0.0001,1983
4.0083,0.0002,1982
4.0086,0.0001,1981
4.0081,0.0001,1980
4.0095,0.0001,1979
4.0101,0.0001,1978
4.0099,0.0001,1977
4.0111,0.0001,1976
4.0111,0.0001,1975
4.0118,0.0001,1974
4.0127,0.0001,1973
4.0131,0.0001,1972
4.0133,0.0001,1971
4.0137,0.0001,1970
4.0147,0.0001,1969
4.0145,0.0001,1968
4.0152,0.0001,1967
4.016,0.0001,1966
4.0157,0.0001,1965
4.0165,0.0001,1964
4.0175,0.0001,1963
4.0175,0.0001,1962
4.0188,0.0001,1961
4.0182,0.0001,1960
4.0186,0.0001,1959
4.0204,0.0001,1958
4.0197,0.0001,1957
4.0202,0.0002,1956
4.0221,0.0001,1955
4.0203,0.0001,1954
4.0218,0.0001,1953
4.0231,0.0001,1952
4.0225,0.0001,1951
4.0235,0.0001,1950
4.0247,0.0001,1949
4.0238,0.0001,1948
4.0262,0.0001,1947
4.0248,0.0001,1946
4.0255,0.0001,1945
4.0278,0.0001,1944
4.0265,0.0001,1943
4.0265,0.0001,1942
4.0294,0.0001,1941
4.0273,0.0001,1940
4.0288,0.0001,1939
4.0303,0.0001,1938
4.029,0.0001,1937
4.0303,0.0001,1936
4.0318,0.0001,1935
4.0309,0.0001,1934
4.0332,0.0001,1933
4.0318,0.0001,1932
4.0321,0.0001,1931
4.035,0.0001,1930
4.0334,0.0001,1929
4.0339,0.0001,1928
4.0363,0.0001,1927
4.0339,0.0001,1926
4.0358,0.0001,1925
4.0371,0.0001,1924
4.0366,0.0002,1923
4.0373,0.0001,1922
4.0387,0.0001,1921
4.0376,0.0001,1920
4.0403,0.0001,1919
4.0389,0.0001,1918
4.0394,0.0001,1917
4.0417,0.0001,1916
4.0404,0.0001,1915
4.0406,0.0001,1914
4.0432,0.0001,1913
4.0416,0.0001,1912
4.0428,0.0001,1911
4.044,0.0001,1910
4.0433,0,1909
4.0444,0.0001,1908
4.0456,0.0001,1907
4.0453,0.0001,1906
4.0467,0.0001,1905
4.0463,0.0001,1904
4.0464,0.0001,1903
4.0482,0.0001,1902
4.0479,0.0001,1901
4.0484,0.0001,1900
4.0497,0.0001,1899
4.0492,0.0001,1898
4.0502,0.0001,1897
4.051,0.0001,1896
4.0512,0.0001,1895
4.0524,0.0001,1894
4.0521,0.0001,1893
4.0529,0.0001,1892
4.053,0.0001,1891
4.0537,0.0001,1890
4.0546,0.0001,1889
4.0541,0.0001,1888
4.0551,0.0001,1887
4.0564,0.0001,1886
4.0555,0.0001,1885
4.0567,0.0001,1884
4.0574,0.0001,1883
4.0567,0.0001,1882
4.0586,0.0001,1881
4.0589,0.0001,1880
4.058,0.0001,1879
4.0598,0.0001,1878
4.0593,0.0001,1877
4.0604,0.0001,1876
4.0616,0.0001,1875
4.0606,0.0001,1874
4.0621,0.0001,1873
4.0633,0.0001,1872
4.0617,0.0001,1871
4.0643,0.0001,1870
4.0645,0.0001,1869
4.0631,0.0001,1868
4.0653,0.0001,1867
4.066,0.0001,1866
4.0645,0.0001,1865
4.0674,0.0001,1864
4.0662,0.0001,1863
4.0674,0.0001,1862
4.0684,0.0001,1861
4.0675,0.0001,1860
4.069,0.0001,1859
4.071,0.0002,1858
4.0685,0.0001,1857
4.0711,0.0001,1856
4.0717,0.0001,1855
4.07,0.0001,1854
4.0729,0.0001,1853
4.073,0.0001,1852
4.0714,0.0001,1851
4.0738,0.0001,1850
4.0732,0.0001,1849
4.0745,0.0001,1848
4.0758,0.0001,1847
4.0747,0.0001,1846
4.076,0.0001,1845
4.0776,0.0001,1844
4.0756,0.0001,1843
4.0785,0.0001,1842
4.0785,0.0001,1841
4.0771,0.0001,1840
4.0795,0.0001,1839
4.0799,0.0001,1838
4.0788,0.0001,1837
4.0811,0.0001,1836
4.0802,0.0001,1835
4.0815,0.0001,1834
4.0824,0.0001,1833
4.082,0.0001,1832
4.0831,0.0001,1831
4.0846,0.0001,1830
4.083,0.0001,1829
4.0849,0.0001,1828
4.0856,0.0001,1827
4.0849,0.0001,1826
4.0867,0.0001,1825
4.087,0.0001,1824
4.0865,0.0001,1823
4.0879,0.0001,1822
4.0879,0.0001,1821
4.0888,0.0001,1820
4.0895,0.0001,1819
4.0898,0.0001,1818
4.0903,0.0001,1817
4.0917,0.0001,1816
4.0916,0.0001,1815
4.0915,0.0001,1814
4.0924,0.0001,1813
4.0932,0.0001,1812
4.093,0.0001,1811
4.0938,0.0001,1810
4.0946,0.0001,1809
4.0943,0,1808
4.0959,0.0001,1807
4.0952,0.0001,1806
4.0959,0.0001,1805
4.0974,0.0001,1804
4.0968,0.0001,1803
4.097,0.0001,1802
4.0991,0.0001,1801
4.0977,0.0001,1800
4.0988,0.0001,1799
4.1005,0.0001,1798
4.0988,0.0001,1797
4.1006,0.0002,1796
4.1017,0.0001,1795
4.1012,0.0001,1794
4.1032,0.0001,1793
4.102,0.0001,1792
4.1022,0.0001,1791
4.1047,0.0001,1790
4.1034,0.0001,1789
4.1039,0.0001,1788
4.1064,0.0001,1787
4.1049,0.0001,1786
4.1052,0.0001,1785
4.1079,0.0001,1784
4.1059,0.0001,1783
4.1074,0.0001,1782
4.1088,0.0001,1781
4.1076,0.0001,1780
4.109,0.0001,1779
4.1104,0,1778
4.1094,0.0001,1777
4.1118,0.0001,1776
4.1104,0.0001,1775
4.1104,0.0001,1774
4.1135,0.0001,1773
4.112,0.0001,1772
4.1124,0.0001,1771
4.115,0.0001,1770
4.1125,0.0001,1769
4.1145,0.0001,1768
4.1159,0.0001,1767
4.115,0.0001,1766
4.1159,0.0001,1765
4.1173,0,1764
4.1163,0.0001,1763
4.1188,0.0001,1762
4.1174,0.0001,1761
4.1181,0.0001,1760
4.1202,0.0001,1759
4.1192,0.0001,1758
4.1194,0.0001,1757
4.1217,0.0001,1756
4.1202,0.0001,1755
4.1215,0.0001,1754
4.1227,0.0001,1753
4.1219,0.0001,1752
4.123,0.0001,1751
4.1241,0.0001,1750
4.1238,0.0001,1749
4.1255,0.0001,1748
4.1248,0.0001,1747
4.1252,0.0001,1746
4.1269,0.0001,1745
4.1266,0.0001,1744
4.1271,0.0001,1743
4.1283,0.0001,1742
4.1279,0.0001,1741
4.1287,0.0001,1740
4.1295,0.0001,1739
4.1304,0.0001,1738
4.1305,0.0001,1737
4.1305,0.0001,1736
4.1316,0.0001,1735
4.1316,0.0001,1734
4.1323,0.0001,1733
4.1332,0.0001,1732
4.1327,0.0001,1731
4.1337,0.0001,1730
4.1349,0.0001,1729
4.1339,0.0001,1728
4.1355,0.0001,1727
4.1359,0.0001,1726
4.1353,0.0001,1725
4.1371,0.0001,1724
4.1374,0.0002,1723
4.1366,0.0001,1722
4.1384,0.0001,1721
4.138,0.0001,1720
4.1391,0.0001,1719
4.1407,0.0001,1718
4.1389,0.0001,1717
4.1405,0.0001,1716
4.1419,0.0001,1715
4.1402,0.0001,1714
4.1428,0.0001,1713
4.143,0.0001,1712
4.1417,0.0001,1711
4.144,0.0001,1710
4.1444,0.0001,1709
4.1433,0.0001,1708
4.1459,0.0001,1707
4.1447,0.0001,1706
4.1462,0.0001,1705
4.1476,0.0001,1704
4.1455,0.0001,1703
4.1475,0.0001,1702
4.1495,0.0001,1701
4.147,0.0001,1700
4.1496,0.0001,1699
4.1502,0.0001,1698
4.1486,0.0001,1697
4.1515,0.0001,1696
4.1517,0.0001,1695
4.1501,0.0001,1694
4.1524,0.0001,1693
4.1518,0.0001,1692
4.1531,0.0001,1691
4.1549,0.0001,1690
4.1526,0.0001,1689
4.1546,0.0001,1688
4.156,0.0001,1687
4.1543,0.0001,1686
4.1569,0.0001,1685
4.157,0.0002,1684
4.1559,0.0001,1683
4.158,0.0001,1682
4.1587,0.0001,1681
4.1573,0.0001,1680
4.1598,0.0001,1679
4.1588,0.0001,1678
4.16,0.0002,1677
4.1608,0.0001,1676
4.1605,0.0001,1675
4.1616,0.0001,1674
4.1631,0.0001,1673
4.1618,0.0001,1672
4.1635,0.0001,1671
4.164,0.0001,1670
4.1634,0.0001,1669
4.1651,0.0001,1668
4.1655,0.0001,1667
4.1654,0.0001,1666
4.1664,0.0001,1665
4.1665,0.0001,1664
4.1673,0.0001,1663
4.1681,0.0001,1662
4.1683,0.0001,1661
4.1693,0.0001,1660
4.1694,0.0001,1659
4.1701,0.0001,1658
4.1699,0.0001,1657
4.1708,0.0001,1656
4.1717,0.0001,1655
4.1713,0.0001,1654
4.1722,0.0001,1653
4.173,0.0001,1652
4.1727,0.0001,1651
4.1743,0.0001,1650
4.1738,0.0002,1649
4.1743,0.0001,1648
4.1759,0.0001,1647
4.1752,0.0001,1646
4.1754,0.0001,1645
4.1775,0.0001,1644
4.1762,0.0001,1643
4.1774,0.0001,1642
4.1791,0.0001,1641
4.1772,0.0001,1640
4.1787,0.0001,1639
4.1801,0.0001,1638
4.1796,0.0001,1637
4.1816,0.0001,1636
4.1804,0.0001,1635
4.1808,0.0001,1634
4.1833,0.0001,1633
4.1818,0.0002,1632
4.1825,0.0001,1631
4.1848,0.0001,1630
4.1824,0.0001,1629
4.1844,0.0001,1628
4.1863,0.0001,1627
4.1843,0.0001,1626
4.1858,0.0001,1625
4.1873,0.0001,1624
4.1861,0.0001,1623
4.1888,0.0001,1622
4.1873,0.0001,1621
4.188,0.0001,1620
4.1902,0.0001,1619
4.1888,0.0001,1618
4.189,0.0001,1617
4.1919,0.0001,1616
4.1897,0.0001,1615
4.1915,0.0001,1614
4.1933,0.0001,1613
4.191,0.0001,1612
4.1929,0.0001,1611
4.1943,0.0001,1610
4.1936,0.0001,1609
4.1957,0.0001,1608
4.1944,0.0001,1607
4.1946,0.0001,1606
4.197,0.0001,1605
4.1959,0.0001,1604
4.1964,0.0001,1603
4.1986,0.0001,1602
4.1967,0.0001,1601
4.1984,0.0001,1600
4.2001,0.0001,1599
4.1986,0.0001,1598
4.1999,0.0001,1597
4.2011,0.0001,1596
4.2004,0.0002,1595
4.2022,0.0001,1594
4.2016,0.0001,1593
4.2023,0.0001,1592
4.2036,0.0001,1591
4.2033,0.0001,1590
4.2036,0.0001,1589
4.2052,0.0001,1588
4.2048,0.0001,1587
4.2056,0.0002,1586
4.2067,0.0001,1585
4.2065,0.0001,1584
4.2072,0.0001,1583
4.2083,0.0001,1582
4.2082,0.0001,1581
4.2085,0.0001,1580
4.2091,0.0001,1579
4.2098,0.0001,1578
4.2099,0.0001,1577
4.2108,0.0001,1576
4.2116,0.0001,1575
4.2108,0.0001,1574
4.2121,0.0001,1573
4.2134,0.0001,1572
4.2122,0.0001,1571
4.2138,0.0001,1570
4.2143,0.0001,1569
4.2136,0.0001,1568
4.2155,0.0001,1567
4.2158,0.0001,1566
4.215,0.0001,1565
4.2168,0.0001,1564
4.2162,0.0001,1563
4.2175,0.0001,1562
4.2191,0.0001,1561
4.2173,0.0001,1560
4.2191,0.0001,1559
4.2203,0.0002,1558
4.2187,0.0001,1557
4.2213,0.0001,1556
4.2214,0.0001,1555
4.2202,0.0001,1554
4.2222,0.0001,1553
4.2229,0.0001,1552
4.2215,0.0001,1551
4.2243,0.0001,1550
4.2232,0.0001,1549
4.2246,0.0001,1548
4.226,0.0001,1547
4.224,0.0001,1546
4.226,0.0001,1545
4.2279,0.0001,1544
4.2255,0.0001,1543
4.228,0.0001,1542
4.2285,0.0001,1541
4.2272,0.0001,1540
4.2298,0.0001,1539
4.2301,0.0001,1538
4.2286,0.0001,1537
4.2308,0.0001,1536
4.2301,0.0001,1535
4.2315,0.0001,1534
4.2332,0.0001,1533
4.2311,0.0001,1532
4.2329,0.0001,1531
4.2345,0.0001,1530
4.2325,0.0001,1529
4.2353,0.0001,1528
4.2354,0.0001,1527
4.2342,0.0001,1526
4.2364,0.0001,1525
4.2369,0.0001,1524
4.236,0.0001,1523
4.2382,0.0001,1522
4.2374,0.0001,1521
4.2385,0.0001,1520
4.2397,0.0001,1519
4.2385,0.0001,1518
4.24,0.0001,1517
4.2415,0.0001,1516
4.2402,0.0001,1515
4.2418,0.0001,1514
4.2423,0.0001,1513
4.242,0.0001,1512
4.2435,0.0001,1511
4.244,0.0001,1510
4.2438,0.0001,1509
4.2448,0.0001,1508
4.245,0.0001,1507
4.2456,0.0001,1506
4.2465,0.0001,1505
4.2475,0.0001,1504
4.2471,0.0001,1503
4.2476,0.0001,1502
4.2486,0.0001,1501
4.2482,0.0001,1500
4.249,0.0001,1499
4.2498,0.0001,1498
4.2498,0.0001,1497
4.2505,0.0001,1496
4.2514,0.0001,1495
4.2511,0.0001,1494
4.2528,0.0001,1493
4.2521,0.0001,1492
4.2525,0,1491
4.2543,0.0001,1490
4.2534,0.0001,1489
4.2537,0.0001,1488
4.256,0.0001,1487
4.2546,0.0001,1486
4.256,0.0001,1485
4.257,0.0001,1484
4.2561,0.0001,1483
4.2573,0.0001,1482
4.2585,0.0001,1481
4.2578,0.0001,1480
4.26,0.0001,1479
4.2589,0.0001,1478
4.2589,0.0001,1477
4.2617,0.0001,1476
4.2603,0.0001,1475
4.2609,0.0001,1474
4.2632,0.0001,1473
4.2608,0.0001,1472
4.2628,0.0001,1471
4.2649,0.0001,1470
4.2628,0.0001,1469
4.2643,0.0001,1468
4.2656,0.0001,1467
4.2645,0.0001,1466
4.2671,0.0001,1465
4.2656,0.0001,1464
4.2665,0.0001,1463
4.2687,0.0001,1462
4.2674,0.0001,1461
4.2673,0.0001,1460
4.2701,0.0001,1459
4.2682,0.0001,1458
4.2696,0.0001,1457
4.272,0.0001,1456
4.2695,0.0001,1455
4.2711,0.0001,1454
4.2726,0.0001,1453
4.2718,0.0001,1452
4.2742,0.0001,1451
4.2728,0.0001,1450
4.2731,0.0001,1449
4.2756,0.0001,1448
4.2743,0.0001,1447
4.275,0.0002,1446
4.277,0.0001,1445
4.2752,0.0001,1444
4.2768,0.0001,1443
4.2784,0.0001,1442
4.2772,0.0001,1441
4.2784,0.0001,1440
4.2796,0.0001,1439
4.2789,0.0001,1438
4.2807,0.0001,1437
4.2803,0.0001,1436
4.2809,0.0001,1435
4.2822,0.0001,1434
4.2818,0.0001,1433
4.2823,0.0001,1432
